temperature_C,pressure_bar,vibration_mm_s,flow_rate_m3_h,runtime_hrs,sensor_drift_index,failure_next_24h
940.93,6.75,1.28,1262.35,1856,0.064,0
950.86,7.33,2.8,988.27,273,0.244,0
1000.79,7.5,4.39,1030.91,1972,0.73,1
1029.1,7.25,4.15,1236.09,1744,0.688,1
968.27,6.24,2.67,1060.96,268,0.168,0
946.39,6.8,1.57,1311.6,1257,0.372,0
995.85,6.32,2.49,1185.49,729,0.0,0
921.44,6.93,2.49,1145.13,433,0.148,0
925.15,6.39,3.67,1134.25,424,0.267,0
976.71,6.11,3.22,957.5,1028,0.02,0
986.04,6.98,2.48,1147.0,994,0.348,0
1011.72,7.62,4.55,1059.17,1752,0.683,1
1022.52,7.75,4.54,937.26,1736,0.67,1
930.29,6.97,3.46,913.03,1356,0.147,0
1011.94,7.04,4.69,1289.27,1703,0.621,1
964.21,6.55,1.86,1157.38,600,0.217,0
950.2,6.51,2.32,1117.87,789,0.22,0
967.46,7.04,1.39,1114.56,1269,0.263,0
1015.13,5.91,4.32,798.14,1549,0.186,0
1021.97,7.05,4.29,1109.49,1752,0.762,1
923.48,6.86,1.5,1253.74,472,0.134,0
1027.95,7.29,4.42,1096.87,1996,0.721,1
950.73,6.91,1.05,1127.36,1195,0.261,0
1012.65,7.18,2.57,889.74,1380,0.185,0
992.05,6.88,2.76,1053.03,697,0.306,0
1024.58,7.9,5.35,1167.97,1858,0.72,1
930.62,7.32,2.84,1014.43,1778,0.227,0
917.24,7.01,2.25,1246.58,1634,0.303,0
1020.13,7.24,4.75,1121.18,1901,0.614,1
966.67,6.17,2.11,1128.93,1806,0.369,0
955.92,6.58,3.56,1342.62,1776,0.221,0
1020.88,7.63,3.17,1131.31,1878,0.658,1
1019.59,7.87,4.01,1126.42,1970,0.677,1
1024.71,7.72,3.13,1074.15,1885,0.584,1
967.3,6.99,3.23,1127.17,1448,0.138,0
1022.84,7.85,3.52,1049.15,1646,0.564,1
917.87,5.95,1.29,1078.4,702,0.0,0
1037.98,7.54,5.39,1224.82,1869,0.833,1
954.8,7.08,3.62,1061.88,16,0.02,0
946.87,6.76,3.0,1197.19,743,0.306,0
940.36,6.08,2.98,1256.78,613,0.068,0
922.98,5.99,2.47,1152.2,368,0.315,0
1021.48,7.56,4.83,1095.54,1822,0.634,1
1026.29,7.49,4.95,1350.89,1923,0.757,1
1033.99,7.58,4.7,963.79,1991,0.742,1
912.75,5.89,3.61,1183.8,1594,0.132,0
925.01,6.32,2.48,1121.5,1230,0.303,0
1004.92,7.96,5.08,1161.92,1766,0.818,1
975.17,5.74,2.37,1190.68,1880,0.024,0
943.41,7.1,3.58,1089.26,478,0.268,0
917.82,6.79,1.62,1269.23,1878,0.166,0
994.32,7.51,3.64,1047.25,1933,0.712,1
1014.48,7.88,3.84,1138.93,1973,0.67,1
1014.53,7.57,4.02,1081.43,1869,0.65,1
962.05,5.82,2.98,1113.93,1565,0.273,0
1018.44,6.74,3.37,1119.23,1743,0.782,1
1012.22,6.72,2.28,1103.54,1748,0.094,0
1039.58,7.52,4.45,1105.71,1747,0.741,1
945.82,6.67,2.75,982.3,225,0.346,0
938.88,6.2,0.96,1214.7,1724,0.128,0
1005.52,7.23,4.76,1161.81,1706,0.884,1
945.81,6.94,2.29,1032.65,1171,0.148,0
1016.93,7.0,3.79,1063.04,1838,0.454,1
925.05,6.56,2.82,1014.45,340,0.224,0
928.4,5.48,2.21,951.56,258,0.202,0
963.31,7.09,1.8,1376.84,1639,0.178,0
1028.83,7.84,3.64,1209.65,1750,0.558,1
981.35,5.46,2.96,1174.97,1620,0.078,0
923.08,5.73,1.55,1069.03,142,0.134,0
1018.28,7.33,3.82,1168.13,1768,0.785,1
890.74,7.02,3.0,968.58,1699,0.167,0
1016.71,7.49,3.88,946.32,1652,0.653,1
1039.83,7.63,4.53,1139.11,1915,0.647,1
1031.85,6.88,3.83,1135.0,1929,0.73,1
955.14,6.58,3.35,1129.57,1338,0.055,0
1004.68,7.9,3.36,1189.02,1818,0.718,1
1004.56,7.32,3.58,1260.19,1844,0.534,1
1045.97,7.6,3.62,1334.93,1655,0.823,1
1033.62,7.46,3.5,1124.79,1711,0.689,1
1030.26,7.94,3.22,992.6,1838,0.66,1
1022.72,7.66,3.85,1289.78,1889,0.616,1
941.61,6.17,3.35,1033.62,1250,0.06,0
965.53,6.0,1.8,1157.25,1370,0.168,0
961.59,6.49,1.13,1129.98,1257,0.321,0
1023.07,7.26,4.25,1061.63,1612,0.697,1
1026.02,7.23,4.55,1110.95,1757,0.568,1
1021.39,7.39,3.07,1066.52,1942,0.615,1
1000.08,7.6,4.18,1102.61,1858,0.552,1
958.91,6.05,2.68,1141.69,1853,0.293,0
1021.93,7.43,3.96,1150.34,1886,0.541,1
900.64,5.58,1.56,1089.79,1260,0.088,0
1030.11,7.65,4.1,983.95,1644,0.837,1
933.13,6.25,2.52,1128.38,963,0.15,0
1017.88,7.51,3.92,1089.74,1772,0.456,1
966.3,6.62,2.94,1135.67,1255,0.329,0
960.39,6.32,1.88,1123.22,1897,0.22,0
1000.84,7.7,3.93,1129.9,1814,0.652,1
1009.6,7.75,3.7,1201.51,1686,0.666,1
1020.21,7.13,3.2,1191.13,1753,0.726,1
1031.28,7.26,3.57,1149.57,1643,0.768,1
1022.52,7.54,4.12,1247.0,1934,0.943,1
925.19,6.02,1.69,953.79,1077,0.158,0
946.16,6.35,2.99,1158.38,1969,0.168,0
1012.2,7.83,4.49,1248.63,1780,0.689,1
1021.29,7.65,3.63,1145.12,1796,0.627,1
998.77,8.1,4.71,1076.47,1786,0.556,1
979.37,6.73,4.05,1192.59,1680,0.31,0
960.03,6.73,2.02,1089.93,195,0.3,0
1014.51,7.56,4.43,1056.23,1821,0.699,1
1001.07,6.25,2.83,1020.68,149,0.26,0
923.26,6.38,2.61,1066.09,1369,0.239,0
1020.25,7.49,3.72,1109.56,1774,0.675,1
1029.33,7.67,4.61,1097.02,1881,0.735,1
1034.32,7.82,3.67,1173.28,1605,0.729,1
955.46,6.54,3.62,1214.95,1153,0.244,0
1012.46,7.84,3.03,1293.58,1695,0.702,1
1015.87,7.57,4.28,1084.91,1883,0.707,1
926.93,6.5,2.42,1086.64,1621,0.237,0
1022.58,7.35,3.34,1249.68,1669,0.639,1
1019.02,7.22,3.36,1139.03,1916,0.663,1
1022.52,7.75,4.18,1030.14,1956,0.793,1
954.82,6.97,2.08,1054.93,1316,0.151,0
985.72,7.01,1.86,1003.19,355,0.225,0
927.0,6.52,1.57,1051.98,394,0.113,0
961.02,7.3,2.76,870.87,1855,0.229,0
957.45,5.85,2.57,942.57,1471,0.217,0
1018.65,7.77,3.79,1051.7,1903,0.684,1
1008.21,7.57,3.95,1159.04,1928,0.809,1
940.33,6.02,1.98,1048.97,695,0.117,0
1015.51,7.29,3.77,1243.78,1748,0.681,1
1025.9,7.3,4.06,1213.88,1809,0.585,1
974.24,6.26,1.37,952.2,1263,0.187,0
1000.03,7.83,3.71,1260.18,1841,0.775,1
1000.16,7.66,5.47,1158.12,1891,0.753,1
952.46,6.86,3.46,1058.66,65,0.208,0
936.7,6.16,1.6,963.05,1600,0.233,0
883.64,7.02,2.54,1053.38,1355,0.169,0
955.93,5.8,2.52,1185.14,355,0.234,0
904.23,6.94,2.68,1001.43,1858,0.245,0
1007.65,6.99,4.58,1244.13,1856,0.645,1
1035.77,7.81,4.06,1302.64,1611,0.585,1
994.88,6.29,2.64,1149.91,702,0.202,0
963.72,6.7,2.99,1121.75,1645,0.089,0
931.76,6.04,2.15,871.68,674,0.239,0
1033.31,7.1,3.91,1213.94,1800,0.654,1
958.15,6.63,3.12,1118.03,495,0.166,0
914.31,6.99,2.79,1110.17,1677,0.393,0
1015.91,7.31,5.08,1219.25,1619,0.669,1
962.39,6.75,2.6,1103.28,1510,0.208,0
938.76,6.63,1.85,947.64,823,0.232,0
953.68,6.33,1.87,1146.22,1560,0.197,0
1027.62,7.34,4.58,984.3,1787,0.684,1
1017.57,6.26,1.96,1037.73,1443,0.32,0
950.62,6.71,3.2,1128.82,512,0.25,0
947.98,7.35,1.88,918.73,1351,0.138,0
951.49,6.1,1.55,1027.56,776,0.38,0
975.0,6.26,1.97,1115.23,1429,0.328,0
994.33,6.91,4.11,997.12,1674,0.828,1
1028.82,7.57,3.83,1243.77,1772,0.686,1
965.49,6.53,2.25,1082.13,720,0.329,0
914.11,6.24,4.17,1021.19,1501,0.307,0
980.92,7.06,2.4,1267.86,1570,0.193,0
1016.61,7.24,4.25,1179.11,1702,0.689,1
1017.26,7.56,4.99,1028.12,1677,0.624,1
1006.92,7.52,4.81,990.07,1894,0.762,1
1031.23,7.31,3.92,1058.41,1930,0.596,1
1030.09,7.15,4.62,1194.46,1823,0.805,1
894.0,6.8,2.33,1073.9,1802,0.259,0
919.88,6.87,2.62,1019.66,27,0.147,0
976.99,7.34,1.85,1024.02,484,0.264,0
907.81,6.64,2.23,975.34,575,0.282,0
1012.02,7.56,4.99,1157.62,1690,0.64,1
1008.82,8.03,4.46,1133.91,1859,0.837,1
916.09,6.72,3.57,1354.61,1947,0.215,0
985.57,6.06,2.42,1219.84,820,0.263,0
952.15,7.03,2.35,1187.66,1989,0.405,0
1008.29,7.81,4.36,1207.66,1772,0.586,1
1000.29,7.16,1.58,1043.89,398,0.196,0
897.24,7.05,2.17,1302.68,785,0.0,0
893.88,6.61,2.65,1315.63,411,0.444,0
945.32,5.88,2.23,1023.52,1503,0.126,0
984.89,6.94,2.44,999.9,402,0.288,0
1010.35,7.54,4.69,1068.35,1901,0.763,1
946.37,6.27,0.93,1000.61,1416,0.072,0
966.89,6.53,1.54,997.52,573,0.312,0
959.29,6.92,0.91,1080.14,457,0.0,0
930.88,6.18,3.24,1267.56,224,0.312,0
1001.58,7.41,4.02,1075.7,1787,0.67,1
915.47,6.6,3.25,1056.35,179,0.261,0
952.86,6.68,2.8,989.59,844,0.103,0
965.0,6.93,1.68,1214.08,1575,0.316,0
904.53,6.11,3.79,1147.26,806,0.137,0
1012.0,7.58,4.14,1308.41,1664,0.537,1
943.91,5.13,1.0,1005.72,866,0.279,0
986.18,6.57,2.67,1227.41,239,0.237,0
970.87,6.74,2.54,1020.32,764,0.199,0
1024.1,7.35,3.92,1145.1,1652,0.522,1
1006.79,7.37,3.56,1128.78,1829,0.799,1
1032.62,7.32,3.83,1069.8,1646,0.577,1
940.84,7.06,3.37,933.13,987,0.214,0
1017.59,7.91,4.33,1080.51,1642,0.62,1
935.21,6.31,2.42,1122.65,611,0.337,0
932.23,6.74,2.46,1124.26,954,0.151,0
1019.21,7.66,3.99,1211.56,1821,0.627,1
920.85,5.9,1.85,865.75,702,0.236,0
1025.2,7.13,3.67,1104.31,1765,0.642,1
1013.45,7.64,4.03,1205.3,1724,0.883,1
1028.56,7.33,3.91,1177.69,1766,0.652,1
1010.39,8.13,4.09,1182.12,1940,0.719,1
1044.25,7.46,3.73,1256.18,1948,0.77,1
893.6,6.7,1.98,1090.98,1577,0.171,0
1015.48,7.38,3.8,1177.8,1623,0.665,1
925.38,6.15,1.43,1206.8,1435,0.128,0
1027.13,7.44,3.98,1223.66,1962,0.61,1
918.22,6.29,2.74,1174.01,729,0.287,0
961.56,5.56,2.4,947.03,911,0.197,0
957.07,6.08,2.07,938.97,46,0.394,0
1019.03,7.81,4.9,1024.18,1852,0.707,1
1005.22,7.65,3.35,1171.99,1896,0.717,1
948.35,6.34,2.06,802.67,1156,0.189,0
971.25,6.93,2.36,1243.59,276,0.221,0
994.69,7.1,3.6,1052.5,1966,0.62,1
942.43,6.08,2.47,1032.81,1073,0.247,0
1027.32,7.76,3.76,1018.18,1932,0.711,1
945.26,6.38,2.22,1070.18,43,0.272,0
960.71,5.9,1.67,1295.31,359,0.378,0
960.58,6.93,2.25,1107.79,1814,0.34,0
1009.94,7.27,3.61,1205.66,1710,0.75,1
916.89,6.33,1.99,1211.83,814,0.148,0
946.14,6.1,2.46,972.04,982,0.231,0
1032.55,7.87,3.62,1115.54,1866,0.597,1
930.4,6.13,2.95,1000.89,1408,0.138,0
1002.17,7.29,2.44,1173.57,1207,0.161,0
966.69,6.47,2.57,1117.79,1831,0.385,0
971.25,5.83,2.18,1185.83,1143,0.346,0
944.28,5.73,2.74,1145.96,1987,0.373,0
948.88,7.21,3.67,986.09,122,0.18,0
948.29,6.45,3.1,1038.68,1279,0.383,0
997.58,5.42,3.14,1015.67,1912,0.245,0
903.06,7.17,2.81,1063.49,550,0.17,0
930.38,6.38,3.07,875.15,407,0.314,0
998.37,6.83,2.61,1089.98,863,0.15,0
902.71,7.91,2.43,1120.97,822,0.342,0
922.44,6.24,1.97,1018.53,192,0.258,0
1017.96,7.32,3.51,1247.37,1793,0.708,1
970.95,5.82,3.0,1219.72,226,0.299,0
912.82,6.7,3.18,1230.8,676,0.229,0
1011.36,7.41,4.61,1231.95,1689,0.598,1
949.37,7.05,1.14,1199.52,201,0.099,0
1016.66,7.46,4.18,1181.78,1697,0.565,1
1019.05,7.26,4.1,1185.85,1659,0.723,1
912.47,6.67,3.29,1161.5,494,0.021,0
1021.44,8.01,3.04,1131.74,1858,0.53,1
896.64,7.05,3.09,1128.09,1719,0.191,0
979.25,7.2,2.42,1150.95,639,0.14,0
968.66,6.45,2.43,1142.88,232,0.16,0
952.99,6.54,1.93,1157.05,399,0.117,0
944.11,6.31,3.11,1250.61,1715,0.174,0
1039.69,7.4,3.86,1195.77,1639,0.822,1
1019.25,7.82,4.53,1169.66,1628,0.713,1
1019.84,7.8,3.56,1315.7,1681,0.773,1
1016.91,7.95,3.76,1149.11,1893,0.561,1
950.67,6.84,2.27,1206.08,1347,0.123,0
964.18,6.44,2.86,1085.64,497,0.099,0
912.27,6.42,3.01,1196.32,848,0.275,0
1018.91,7.61,4.39,1091.31,1994,0.586,1
1040.36,7.3,4.96,1203.88,1714,0.73,1
1031.2,7.52,4.79,1177.35,1719,0.561,1
983.26,6.92,2.43,988.07,504,0.139,0
1029.84,7.37,3.81,1283.92,1970,0.793,1
1029.37,7.6,4.42,1275.02,1785,0.54,1
989.13,6.46,2.18,1094.99,936,0.268,0
974.42,6.84,2.55,1170.4,1633,0.048,0
1018.7,7.29,3.26,1124.31,1908,0.739,1
948.59,6.79,3.34,1055.91,1505,0.167,0
1042.6,7.75,4.98,1139.38,1865,0.666,1
964.48,6.19,1.76,1133.63,1394,0.289,0
926.9,7.6,2.51,1163.14,53,0.092,0
1010.19,7.32,4.5,1110.9,1967,0.584,1
984.31,5.97,1.24,1066.13,943,0.173,0
1008.62,6.28,2.28,1078.62,1891,0.252,0
1006.13,6.41,2.87,1217.6,1272,0.056,0
998.52,6.99,2.01,1229.73,179,0.361,0
929.6,5.05,1.96,1199.54,1488,0.182,0
1005.92,7.27,4.45,1337.71,1911,0.608,1
952.1,6.5,2.06,1017.36,232,0.104,0
938.37,6.14,3.22,1097.02,109,0.223,0
1028.72,7.69,3.37,1126.8,1882,0.522,1
1034.78,7.15,4.49,1081.24,1715,0.696,1
939.98,5.61,2.13,1156.37,1774,0.212,0
989.53,6.03,1.0,1011.34,1668,0.02,0
983.63,7.04,3.05,1185.94,1014,0.224,0
1022.96,6.74,4.02,1171.7,1903,0.662,1
948.87,7.01,1.13,1145.47,1298,0.474,0
969.63,6.52,2.98,1112.79,1473,0.378,0
1019.34,7.16,3.27,1135.98,1702,0.834,1
968.89,7.07,2.09,993.7,1488,0.321,0
966.41,7.38,2.45,1122.02,1292,0.136,0
921.8,6.1,2.18,1044.73,1548,0.237,0
945.97,6.26,3.94,1085.04,1505,0.234,0
920.13,7.04,3.36,1118.48,808,0.052,0
904.54,6.53,2.59,914.17,347,0.053,0
974.78,7.09,2.64,1227.63,348,0.224,0
942.98,6.12,1.97,1089.2,1862,0.066,0
1032.64,7.16,3.82,1125.48,1898,0.902,1
946.78,6.82,3.28,1091.75,1876,0.231,0
1029.07,6.95,3.17,1106.92,1736,0.794,1
875.85,7.19,2.56,1240.86,1930,0.136,0
981.32,6.05,2.37,1144.77,951,0.36,0
1011.04,7.54,4.5,1089.75,1650,0.634,1
978.59,6.79,2.95,1043.89,1152,0.266,0
949.31,6.42,2.95,1099.23,913,0.113,0
933.39,6.51,2.01,1204.55,691,0.38,0
928.35,5.91,2.66,1084.09,1485,0.202,0
938.25,6.74,2.73,1012.72,1070,0.251,0
1020.07,8.09,4.35,1187.2,1821,0.754,1
1016.1,7.23,3.64,1239.48,1663,0.76,1
950.85,6.0,2.3,1088.48,1468,0.309,0
969.78,6.13,2.28,1094.41,16,0.259,0
935.36,6.59,2.78,1194.99,1300,0.348,0
1005.37,7.51,3.2,1257.38,1708,1.0,1
1027.16,7.0,3.52,1028.22,1926,0.676,1
975.57,6.97,2.75,978.73,877,0.3,0
934.6,5.6,2.04,867.46,1345,0.019,0
929.54,6.88,3.25,950.14,1891,0.177,0
985.19,5.99,2.77,948.56,1517,0.146,0
933.28,5.25,2.2,1250.52,991,0.103,0
1026.2,8.2,3.52,1082.87,1644,0.682,1
934.79,7.12,2.38,1144.5,1614,0.25,0
972.77,7.39,1.35,1220.22,1735,0.119,0
954.8,5.95,2.67,1123.79,229,0.224,0
1005.3,7.95,4.38,1156.78,1984,0.544,1
1017.17,7.29,3.56,1039.97,1745,0.685,1
915.57,6.92,2.4,1104.39,1269,0.174,0
945.97,7.3,3.15,1145.32,907,0.309,0
951.14,6.62,3.48,1111.33,761,0.241,0
870.47,6.43,2.77,1007.51,923,0.195,0
1024.18,7.32,4.29,1163.99,1865,0.638,1
1010.93,7.38,4.02,1170.23,1812,0.719,1
933.13,5.83,2.09,1166.72,114,0.382,0
885.4,6.34,1.11,1111.2,1705,0.211,0
968.77,6.73,2.95,1137.11,1496,0.226,0
864.54,6.64,2.92,1123.85,943,0.243,0
1020.16,7.54,3.7,1155.29,1833,0.698,1
1033.3,7.46,3.93,1145.13,1770,0.569,1
903.07,6.83,3.44,1122.73,1513,0.288,0
1031.29,7.21,3.46,1195.45,1952,0.698,1
1020.98,7.66,4.99,1046.01,1919,0.626,1
933.94,6.54,3.41,1075.48,1315,0.275,0
1018.6,7.73,4.19,1126.77,1733,0.758,1
969.36,6.79,1.9,1206.18,276,0.276,0
949.54,6.65,1.97,1108.74,1035,0.012,0
1023.59,7.23,4.78,1278.42,1897,0.717,1
1035.91,7.64,4.17,1258.22,1635,0.479,1
1007.57,7.71,2.81,1162.56,1604,0.56,1
1011.62,7.51,3.03,1238.34,1711,0.704,1
930.12,6.02,2.24,1195.38,1069,0.368,0
1022.44,7.14,3.7,1256.2,1731,0.64,1
987.97,5.41,1.88,1227.01,11,0.178,0
1037.89,7.75,3.17,1161.33,1842,0.696,1
912.57,7.47,2.6,1167.35,846,0.18,0
980.71,6.2,2.95,1254.98,1432,0.24,0
1018.51,7.34,3.34,1161.64,1889,0.805,1
1026.6,7.43,3.84,1180.93,1656,0.83,1
1024.03,7.8,4.17,1204.42,1768,0.67,1
1010.42,8.0,4.16,1140.66,1718,0.64,1
1000.2,6.07,3.45,1138.01,868,0.114,0
1019.17,7.24,3.92,1043.16,1773,0.842,1
1014.2,6.95,3.98,1128.08,1923,0.743,1
1012.19,8.04,3.96,1178.22,1788,0.675,1
1022.9,7.08,5.1,1142.38,1844,0.906,1
943.72,6.72,2.73,1198.37,480,0.219,0
1020.81,7.16,4.0,1083.78,1934,0.668,1
1035.98,7.28,4.36,1239.21,1782,0.925,1
960.85,6.55,1.92,1076.48,1548,0.152,0
947.55,6.86,3.05,1223.65,1684,0.33,0
1022.36,6.5,3.57,1113.97,1851,0.559,1
1005.47,6.7,2.68,1212.34,1485,0.338,0
980.98,6.6,3.1,1117.77,1577,0.347,0
1009.44,7.54,3.3,1188.44,1607,0.838,1
1035.51,7.66,3.78,1131.73,1741,0.667,1
967.52,5.4,1.47,1085.97,1207,0.0,0
915.61,5.95,1.15,1087.28,1524,0.107,0
949.58,6.29,3.39,1018.62,117,0.216,0
981.96,5.91,2.12,1210.84,1261,0.106,0
1007.48,7.09,3.48,1254.31,1930,0.756,1
967.39,6.38,3.27,1078.06,809,0.26,0
941.92,6.76,1.46,1071.82,344,0.376,0
947.66,6.24,2.23,1031.98,31,0.233,0
1021.56,7.57,4.55,1274.69,1651,0.598,1
1022.77,7.19,3.81,1132.61,1878,0.711,1
927.97,6.42,1.45,1065.06,737,0.383,0
910.33,6.43,2.92,1206.15,566,0.229,0
929.16,6.75,2.36,1049.39,1757,0.241,0
1016.55,7.28,4.48,1178.76,1842,0.706,1
1010.35,8.16,4.45,1046.61,1903,0.717,1
962.41,7.09,4.68,1143.04,1321,0.299,0
1008.58,7.19,3.63,1150.47,1928,0.915,1
1020.05,7.21,3.36,1167.05,1811,0.636,1
1004.75,8.07,3.66,1259.52,1665,0.719,1
980.72,5.42,0.56,1224.73,542,0.196,0
868.9,7.05,2.52,1132.55,1458,0.035,0
975.73,6.71,1.55,999.28,1571,0.139,0
920.31,6.08,2.76,1118.5,732,0.328,0
949.25,6.52,2.18,1109.9,671,0.318,0
993.97,7.1,2.67,1118.86,1523,0.178,0
1011.97,7.08,4.51,998.82,1849,0.701,1
1028.57,7.08,3.7,1097.7,1654,0.648,1
971.28,6.86,2.29,1249.41,1112,0.27,0
1009.89,7.62,5.04,1009.62,1612,0.729,1
933.39,6.33,2.69,1081.51,1247,0.163,0
1012.69,7.51,3.41,919.92,1652,0.667,1
959.96,7.69,2.0,1104.62,311,0.387,0
1008.45,7.07,3.46,1126.89,1606,0.689,1
1018.19,7.53,3.77,1107.92,1714,0.735,1
1016.09,7.22,3.68,1288.04,1744,0.626,1
1022.99,7.17,4.03,1183.06,1815,0.543,1
972.63,6.84,2.48,1177.88,1731,0.192,0
1005.57,8.01,3.3,1263.37,1960,0.661,1
1026.4,7.1,3.56,1154.68,1920,0.756,1
936.01,6.89,3.79,1179.07,1642,0.096,0
1023.55,7.78,2.74,1214.52,1809,0.753,1
976.52,6.61,3.11,1084.8,1328,0.2,0
961.41,5.98,2.54,989.02,1251,0.292,0
959.72,7.06,3.17,1053.61,1206,0.148,0
913.57,6.74,1.51,1136.19,1254,0.251,0
947.61,6.39,2.19,1206.93,698,0.29,0
985.39,6.35,1.38,1060.8,575,0.133,0
959.26,6.25,2.18,1145.56,1139,0.125,0
1028.24,7.76,3.26,962.96,1779,0.588,1
1011.18,7.72,4.03,1195.99,1891,0.755,1
1023.94,7.68,4.99,1229.28,1928,0.72,1
991.19,6.68,2.6,1060.96,976,0.168,0
970.46,6.47,4.13,1071.52,1429,0.279,0
1026.36,7.58,4.01,1259.61,1983,0.598,1
927.25,6.33,2.71,1272.83,1679,0.264,0
1011.7,6.41,3.21,1159.61,313,0.339,0
959.97,6.22,2.76,977.56,329,0.068,0
1034.81,7.61,3.66,1059.05,1607,0.581,1
912.97,6.07,3.4,1051.83,941,0.165,0
1019.54,7.46,4.45,1189.71,1623,0.907,1
969.45,6.76,3.71,982.64,1794,0.199,0
1009.96,7.85,3.53,1044.53,1671,0.83,1
957.48,7.0,2.02,1028.21,631,0.087,0
916.9,7.25,3.1,1041.33,1148,0.232,0
1016.06,7.44,3.62,1083.73,1702,0.507,1
912.43,6.09,2.58,1069.53,1541,0.227,0
1037.33,7.55,4.06,1186.05,1651,0.847,1
1017.03,7.06,4.64,1226.29,1601,0.64,1
971.77,6.36,4.16,982.82,1504,0.179,0
1020.29,7.77,4.27,1078.75,1878,0.63,1
999.2,5.87,3.42,1193.41,1929,0.17,0
961.32,6.73,1.71,1076.54,890,0.169,0
1026.98,7.17,3.48,1248.28,1848,0.681,1
1021.07,7.89,4.29,1040.47,1900,0.706,1
1030.17,7.93,3.75,1201.38,1716,0.64,1
1041.96,7.45,4.37,1180.74,1862,0.678,1
1027.07,7.63,3.47,1197.67,1929,0.547,1
963.1,6.77,1.97,1091.88,909,0.245,0
967.09,7.06,4.37,1165.07,1642,0.168,0
1009.74,7.17,3.56,973.53,1729,0.898,1
1018.12,5.89,1.42,1126.93,1738,0.121,0
1005.15,6.51,2.62,989.15,699,0.196,0
927.44,5.87,3.34,1072.19,523,0.255,0
971.35,6.16,2.81,1096.51,1397,0.328,0
961.81,5.88,2.84,1112.06,103,0.045,0
1021.99,7.74,3.07,1234.71,1814,0.695,1
963.73,5.75,2.23,1108.04,1674,0.148,0
1022.53,7.58,3.72,1079.61,1917,0.707,1
1016.48,7.84,3.87,1152.54,1687,0.519,1
921.33,5.2,1.08,1056.48,1272,0.0,0
1033.59,7.31,4.22,1047.93,1837,0.874,1
872.27,6.86,3.1,1357.28,1176,0.217,0
998.85,6.46,1.8,1183.99,1274,0.184,0
933.46,5.82,2.59,1233.4,1124,0.035,0
1010.77,7.03,3.81,1202.99,1780,0.917,1
1029.89,6.71,3.75,1030.79,1977,0.613,1
930.14,6.29,3.2,1184.96,357,0.319,0
1034.77,8.17,3.6,1244.87,1813,0.897,1
1017.53,7.03,3.75,1226.25,1771,0.766,1
944.19,7.03,4.18,1100.02,1737,0.21,0
1014.25,7.55,4.04,1167.84,1998,0.67,1
1033.43,7.8,3.71,1252.94,1919,0.733,1
983.29,6.79,3.2,1227.22,1389,0.2,0
1020.38,7.24,3.69,1007.2,1999,0.713,1
948.07,6.54,2.41,1038.83,683,0.271,0
987.07,7.29,2.67,1225.37,1554,0.344,0
1030.39,7.49,4.94,1146.81,1887,0.731,1
1032.11,7.4,3.62,1260.73,1777,0.598,1
998.41,7.04,2.91,1014.45,432,0.139,0
1014.73,7.16,5.13,1156.7,1831,0.837,1
994.14,7.0,2.83,1114.34,616,0.174,0
1008.88,6.28,2.4,1243.39,1080,0.291,0
1015.24,7.33,4.32,1064.67,1770,0.591,1
964.24,6.27,1.82,1171.39,1276,0.221,0
939.28,6.28,2.71,1055.03,1948,0.322,0
1008.62,7.3,4.47,1071.02,1607,0.731,1
1016.52,7.15,3.23,1049.5,1945,0.861,1
1031.14,7.71,4.58,1088.23,1935,0.679,1
950.59,6.92,2.91,1139.48,566,0.146,0
1037.04,7.52,3.92,1122.67,1630,0.754,1
992.59,6.29,2.2,1371.48,94,0.045,0
1034.49,7.42,4.09,1129.86,1848,0.738,1
1015.83,7.19,4.73,1226.64,1640,0.694,1
959.58,5.45,2.46,925.79,1640,0.331,0
1015.54,8.03,4.5,1226.8,1833,0.836,1
1022.1,6.38,3.73,1144.46,1291,0.32,0
1008.7,7.56,4.55,1144.01,1778,0.805,1
1011.67,7.12,4.02,1260.23,1984,0.742,1
941.58,6.75,2.75,1079.94,720,0.314,0
992.31,6.74,3.33,1002.88,941,0.407,0
1020.87,7.34,4.11,1083.24,1838,0.688,1
1018.03,7.59,4.48,1067.36,1952,0.649,1
1030.55,7.49,4.09,1099.53,1851,0.696,1
1009.31,7.34,4.48,1075.85,1627,0.497,1
973.71,5.4,1.25,1075.89,1958,0.263,0
947.05,6.65,1.82,1154.96,86,0.144,0
950.55,6.75,1.93,1100.22,172,0.133,0
1014.1,6.96,4.53,1084.71,1819,0.626,1
1022.1,7.71,3.73,1197.96,1838,0.718,1
973.8,6.16,1.51,1098.76,905,0.19,0
1036.35,7.35,3.67,1090.58,1686,0.765,1
977.41,6.0,3.42,1127.4,1775,0.225,0
1015.95,7.29,3.74,1193.72,1616,0.755,1
1031.64,7.67,3.7,1055.81,1886,0.687,1
885.41,6.8,2.49,1024.88,1588,0.319,0
969.16,7.25,2.91,1180.93,1584,0.204,0
1017.6,7.39,3.98,1186.03,1895,0.487,1
939.13,6.0,2.67,963.53,1549,0.369,0
1005.8,7.18,3.94,1175.0,1879,0.612,1
1016.46,7.27,3.65,1207.51,1643,0.714,1
959.59,5.29,3.19,1098.21,637,0.119,0
1006.2,6.68,4.41,1219.82,1890,0.113,0
924.57,5.08,3.3,1250.95,848,0.172,0
